"age_buckets","gender","wa_county","return_method"
"45-54","unspecified","Walla Walla","dropbox"
"45-54","unspecified","Walla Walla","mail"
"45-54","unspecified","Walla Walla","other"
"45-54","unspecified","Whatcom","dropbox"
"45-54","unspecified","Whatcom","mail"
"45-54","unspecified","Whatcom","other"
"45-54","unspecified","Whitman","dropbox"
"45-54","unspecified","Whitman","mail"
"45-54","unspecified","Whitman","other"
"45-54","unspecified","Yakima","dropbox"
"45-54","unspecified","Yakima","mail"
"45-54","unspecified","Yakima","other"
"55-64","female","Adams","dropbox"
"55-64","female","Adams","mail"
"55-64","female","Adams","other"
"55-64","female","Asotin","dropbox"
"55-64","female","Asotin","mail"
"55-64","female","Asotin","other"
"55-64","female","Benton","dropbox"
"55-64","female","Benton","mail"
"55-64","female","Benton","other"
"55-64","female","Chelan","dropbox"
"55-64","female","Chelan","mail"
"55-64","female","Chelan","other"
"55-64","female","Clallam","dropbox"
"55-64","female","Clallam","mail"
"55-64","female","Clallam","other"
"55-64","female","Clark","dropbox"
"55-64","female","Clark","mail"
"55-64","female","Clark","other"
"55-64","female","Columbia","dropbox"
"55-64","female","Columbia","mail"
"55-64","female","Columbia","other"
"55-64","female","Cowlitz","dropbox"
"55-64","female","Cowlitz","mail"
"55-64","female","Cowlitz","other"
"55-64","female","Douglas","dropbox"
"55-64","female","Douglas","mail"
"55-64","female","Douglas","other"
"55-64","female","Ferry","dropbox"
"55-64","female","Ferry","mail"
"55-64","female","Ferry","other"
"55-64","female","Franklin","dropbox"
"55-64","female","Franklin","mail"
"55-64","female","Franklin","other"
"55-64","female","Garfield","dropbox"
"55-64","female","Garfield","mail"
"55-64","female","Garfield","other"
"55-64","female","Grant","dropbox"
"55-64","female","Grant","mail"
"55-64","female","Grant","other"
"55-64","female","Grays Harbor","dropbox"
"55-64","female","Grays Harbor","mail"
"55-64","female","Grays Harbor","other"
"55-64","female","Island","dropbox"
"55-64","female","Island","mail"
"55-64","female","Island","other"
"55-64","female","Jefferson","dropbox"
"55-64","female","Jefferson","mail"
"55-64","female","Jefferson","other"
"55-64","female","King","dropbox"
"55-64","female","King","mail"
"55-64","female","King","other"
"55-64","female","Kitsap","dropbox"
"55-64","female","Kitsap","mail"
"55-64","female","Kitsap","other"
"55-64","female","Kittitas","dropbox"
"55-64","female","Kittitas","mail"
"55-64","female","Kittitas","other"
"55-64","female","Klickitat","dropbox"
"55-64","female","Klickitat","mail"
"55-64","female","Klickitat","other"
"55-64","female","Lewis","dropbox"
"55-64","female","Lewis","mail"
"55-64","female","Lewis","other"
"55-64","female","Lincoln","dropbox"
"55-64","female","Lincoln","mail"
"55-64","female","Lincoln","other"
"55-64","female","Mason","dropbox"
"55-64","female","Mason","mail"
"55-64","female","Mason","other"
"55-64","female","Okanogan","dropbox"
"55-64","female","Okanogan","mail"
"55-64","female","Okanogan","other"
"55-64","female","Pacific","dropbox"
"55-64","female","Pacific","mail"
"55-64","female","Pacific","other"
"55-64","female","Pend Oreille","dropbox"
"55-64","female","Pend Oreille","mail"
"55-64","female","Pend Oreille","other"
"55-64","female","Pierce","dropbox"
"55-64","female","Pierce","mail"
"55-64","female","Pierce","other"
"55-64","female","San Juan","dropbox"
"55-64","female","San Juan","mail"
"55-64","female","San Juan","other"
"55-64","female","Skagit","dropbox"
"55-64","female","Skagit","mail"
"55-64","female","Skagit","other"
"55-64","female","Skamania","dropbox"
"55-64","female","Skamania","mail"
"55-64","female","Skamania","other"
"55-64","female","Snohomish","dropbox"
"55-64","female","Snohomish","mail"
"55-64","female","Snohomish","other"
"55-64","female","Spokane","dropbox"
"55-64","female","Spokane","mail"
"55-64","female","Spokane","other"
"55-64","female","Stevens","dropbox"
"55-64","female","Stevens","mail"
"55-64","female","Stevens","other"
"55-64","female","Thurston","dropbox"
"55-64","female","Thurston","mail"
"55-64","female","Thurston","other"
"55-64","female","Wahkiakum","dropbox"
"55-64","female","Wahkiakum","mail"
"55-64","female","Wahkiakum","other"
"55-64","female","Walla Walla","dropbox"
"55-64","female","Walla Walla","mail"
"55-64","female","Walla Walla","other"
"55-64","female","Whatcom","dropbox"
"55-64","female","Whatcom","mail"
"55-64","female","Whatcom","other"
"55-64","female","Whitman","dropbox"
"55-64","female","Whitman","mail"
"55-64","female","Whitman","other"
"55-64","female","Yakima","dropbox"
"55-64","female","Yakima","mail"
"55-64","female","Yakima","other"
"55-64","male","Adams","dropbox"
"55-64","male","Adams","mail"
"55-64","male","Adams","other"
"55-64","male","Asotin","dropbox"
"55-64","male","Asotin","mail"
"55-64","male","Asotin","other"
"55-64","male","Benton","dropbox"
"55-64","male","Benton","mail"
"55-64","male","Benton","other"
"55-64","male","Chelan","dropbox"
"55-64","male","Chelan","mail"
"55-64","male","Chelan","other"
"55-64","male","Clallam","dropbox"
"55-64","male","Clallam","mail"
"55-64","male","Clallam","other"
"55-64","male","Clark","dropbox"
"55-64","male","Clark","mail"
"55-64","male","Clark","other"
"55-64","male","Columbia","dropbox"
"55-64","male","Columbia","mail"
"55-64","male","Columbia","other"
"55-64","male","Cowlitz","dropbox"
"55-64","male","Cowlitz","mail"
"55-64","male","Cowlitz","other"
"55-64","male","Douglas","dropbox"
"55-64","male","Douglas","mail"
"55-64","male","Douglas","other"
"55-64","male","Ferry","dropbox"
"55-64","male","Ferry","mail"
"55-64","male","Ferry","other"
"55-64","male","Franklin","dropbox"
"55-64","male","Franklin","mail"
"55-64","male","Franklin","other"
"55-64","male","Garfield","dropbox"
"55-64","male","Garfield","mail"
"55-64","male","Garfield","other"
"55-64","male","Grant","dropbox"
"55-64","male","Grant","mail"
"55-64","male","Grant","other"
"55-64","male","Grays Harbor","dropbox"
"55-64","male","Grays Harbor","mail"
"55-64","male","Grays Harbor","other"
"55-64","male","Island","dropbox"
"55-64","male","Island","mail"
"55-64","male","Island","other"
"55-64","male","Jefferson","dropbox"
"55-64","male","Jefferson","mail"
"55-64","male","Jefferson","other"
"55-64","male","King","dropbox"
"55-64","male","King","mail"
"55-64","male","King","other"
"55-64","male","Kitsap","dropbox"
"55-64","male","Kitsap","mail"
"55-64","male","Kitsap","other"
"55-64","male","Kittitas","dropbox"
"55-64","male","Kittitas","mail"
"55-64","male","Kittitas","other"
"55-64","male","Klickitat","dropbox"
"55-64","male","Klickitat","mail"
"55-64","male","Klickitat","other"
"55-64","male","Lewis","dropbox"
"55-64","male","Lewis","mail"
"55-64","male","Lewis","other"
"55-64","male","Lincoln","dropbox"
"55-64","male","Lincoln","mail"
"55-64","male","Lincoln","other"
"55-64","male","Mason","dropbox"
"55-64","male","Mason","mail"
"55-64","male","Mason","other"
"55-64","male","Okanogan","dropbox"
"55-64","male","Okanogan","mail"
"55-64","male","Okanogan","other"
"55-64","male","Pacific","dropbox"
"55-64","male","Pacific","mail"
"55-64","male","Pacific","other"
"55-64","male","Pend Oreille","dropbox"
"55-64","male","Pend Oreille","mail"
"55-64","male","Pend Oreille","other"
"55-64","male","Pierce","dropbox"
"55-64","male","Pierce","mail"
"55-64","male","Pierce","other"
"55-64","male","San Juan","dropbox"
"55-64","male","San Juan","mail"
"55-64","male","San Juan","other"
"55-64","male","Skagit","dropbox"
"55-64","male","Skagit","mail"
"55-64","male","Skagit","other"
"55-64","male","Skamania","dropbox"
"55-64","male","Skamania","mail"
"55-64","male","Skamania","other"
"55-64","male","Snohomish","dropbox"
"55-64","male","Snohomish","mail"
"55-64","male","Snohomish","other"
"55-64","male","Spokane","dropbox"
"55-64","male","Spokane","mail"
"55-64","male","Spokane","other"
"55-64","male","Stevens","dropbox"
"55-64","male","Stevens","mail"
"55-64","male","Stevens","other"
"55-64","male","Thurston","dropbox"
"55-64","male","Thurston","mail"
"55-64","male","Thurston","other"
"55-64","male","Wahkiakum","dropbox"
"55-64","male","Wahkiakum","mail"
"55-64","male","Wahkiakum","other"
"55-64","male","Walla Walla","dropbox"
"55-64","male","Walla Walla","mail"
"55-64","male","Walla Walla","other"
"55-64","male","Whatcom","dropbox"
"55-64","male","Whatcom","mail"
"55-64","male","Whatcom","other"
"55-64","male","Whitman","dropbox"
"55-64","male","Whitman","mail"
"55-64","male","Whitman","other"
"55-64","male","Yakima","dropbox"
"55-64","male","Yakima","mail"
"55-64","male","Yakima","other"
"55-64","unspecified","Adams","dropbox"
"55-64","unspecified","Adams","mail"
"55-64","unspecified","Adams","other"
"55-64","unspecified","Asotin","dropbox"
"55-64","unspecified","Asotin","mail"
"55-64","unspecified","Asotin","other"
"55-64","unspecified","Benton","dropbox"
"55-64","unspecified","Benton","mail"
"55-64","unspecified","Benton","other"
"55-64","unspecified","Chelan","dropbox"
"55-64","unspecified","Chelan","mail"
"55-64","unspecified","Chelan","other"
"55-64","unspecified","Clallam","dropbox"
"55-64","unspecified","Clallam","mail"
"55-64","unspecified","Clallam","other"
"55-64","unspecified","Clark","dropbox"
"55-64","unspecified","Clark","mail"
"55-64","unspecified","Clark","other"
"55-64","unspecified","Columbia","dropbox"
"55-64","unspecified","Columbia","mail"
"55-64","unspecified","Columbia","other"
"55-64","unspecified","Cowlitz","dropbox"
"55-64","unspecified","Cowlitz","mail"
"55-64","unspecified","Cowlitz","other"
"55-64","unspecified","Douglas","dropbox"
"55-64","unspecified","Douglas","mail"
"55-64","unspecified","Douglas","other"
"55-64","unspecified","Ferry","dropbox"
"55-64","unspecified","Ferry","mail"
"55-64","unspecified","Ferry","other"
"55-64","unspecified","Franklin","dropbox"
"55-64","unspecified","Franklin","mail"
"55-64","unspecified","Franklin","other"
"55-64","unspecified","Garfield","dropbox"
"55-64","unspecified","Garfield","mail"
"55-64","unspecified","Garfield","other"
"55-64","unspecified","Grant","dropbox"
"55-64","unspecified","Grant","mail"
"55-64","unspecified","Grant","other"
"55-64","unspecified","Grays Harbor","dropbox"
"55-64","unspecified","Grays Harbor","mail"
"55-64","unspecified","Grays Harbor","other"
"55-64","unspecified","Island","dropbox"
"55-64","unspecified","Island","mail"
"55-64","unspecified","Island","other"
"55-64","unspecified","Jefferson","dropbox"
"55-64","unspecified","Jefferson","mail"
"55-64","unspecified","Jefferson","other"
"55-64","unspecified","King","dropbox"
"55-64","unspecified","King","mail"
"55-64","unspecified","King","other"
"55-64","unspecified","Kitsap","dropbox"
"55-64","unspecified","Kitsap","mail"
"55-64","unspecified","Kitsap","other"
"55-64","unspecified","Kittitas","dropbox"
"55-64","unspecified","Kittitas","mail"
"55-64","unspecified","Kittitas","other"
"55-64","unspecified","Klickitat","dropbox"
"55-64","unspecified","Klickitat","mail"
"55-64","unspecified","Klickitat","other"
"55-64","unspecified","Lewis","dropbox"
"55-64","unspecified","Lewis","mail"
"55-64","unspecified","Lewis","other"
"55-64","unspecified","Lincoln","dropbox"
"55-64","unspecified","Lincoln","mail"
"55-64","unspecified","Lincoln","other"
"55-64","unspecified","Mason","dropbox"
"55-64","unspecified","Mason","mail"
"55-64","unspecified","Mason","other"
"55-64","unspecified","Okanogan","dropbox"
"55-64","unspecified","Okanogan","mail"
"55-64","unspecified","Okanogan","other"
"55-64","unspecified","Pacific","dropbox"
"55-64","unspecified","Pacific","mail"
"55-64","unspecified","Pacific","other"
"55-64","unspecified","Pend Oreille","dropbox"
"55-64","unspecified","Pend Oreille","mail"
"55-64","unspecified","Pend Oreille","other"
"55-64","unspecified","Pierce","dropbox"
"55-64","unspecified","Pierce","mail"
"55-64","unspecified","Pierce","other"
"55-64","unspecified","San Juan","dropbox"
"55-64","unspecified","San Juan","mail"
"55-64","unspecified","San Juan","other"
"55-64","unspecified","Skagit","dropbox"
"55-64","unspecified","Skagit","mail"
"55-64","unspecified","Skagit","other"
"55-64","unspecified","Skamania","dropbox"
"55-64","unspecified","Skamania","mail"
"55-64","unspecified","Skamania","other"
"55-64","unspecified","Snohomish","dropbox"
"55-64","unspecified","Snohomish","mail"
"55-64","unspecified","Snohomish","other"
"55-64","unspecified","Spokane","dropbox"
"55-64","unspecified","Spokane","mail"
"55-64","unspecified","Spokane","other"
"55-64","unspecified","Stevens","dropbox"
"55-64","unspecified","Stevens","mail"
"55-64","unspecified","Stevens","other"
"55-64","unspecified","Thurston","dropbox"
"55-64","unspecified","Thurston","mail"
"55-64","unspecified","Thurston","other"
"55-64","unspecified","Wahkiakum","dropbox"
"55-64","unspecified","Wahkiakum","mail"
"55-64","unspecified","Wahkiakum","other"
"55-64","unspecified","Walla Walla","dropbox"
"55-64","unspecified","Walla Walla","mail"
"55-64","unspecified","Walla Walla","other"
"55-64","unspecified","Whatcom","dropbox"
"55-64","unspecified","Whatcom","mail"
"55-64","unspecified","Whatcom","other"
"55-64","unspecified","Whitman","dropbox"
"55-64","unspecified","Whitman","mail"
"55-64","unspecified","Whitman","other"
"55-64","unspecified","Yakima","dropbox"
"55-64","unspecified","Yakima","mail"
"55-64","unspecified","Yakima","other"
"65+","female","Adams","dropbox"
"65+","female","Adams","mail"
"65+","female","Adams","other"
"65+","female","Asotin","dropbox"
"65+","female","Asotin","mail"
"65+","female","Asotin","other"
"65+","female","Benton","dropbox"
"65+","female","Benton","mail"
"65+","female","Benton","other"
"65+","female","Chelan","dropbox"
"65+","female","Chelan","mail"
"65+","female","Chelan","other"
"65+","female","Clallam","dropbox"
"65+","female","Clallam","mail"
"65+","female","Clallam","other"
"65+","female","Clark","dropbox"
"65+","female","Clark","mail"
"65+","female","Clark","other"
"65+","female","Columbia","dropbox"
"65+","female","Columbia","mail"
"65+","female","Columbia","other"
"65+","female","Cowlitz","dropbox"
"65+","female","Cowlitz","mail"
"65+","female","Cowlitz","other"
"65+","female","Douglas","dropbox"
"65+","female","Douglas","mail"
"65+","female","Douglas","other"
"65+","female","Ferry","dropbox"
"65+","female","Ferry","mail"
"65+","female","Ferry","other"
"65+","female","Franklin","dropbox"
"65+","female","Franklin","mail"
"65+","female","Franklin","other"
"65+","female","Garfield","dropbox"
"65+","female","Garfield","mail"
"65+","female","Garfield","other"
"65+","female","Grant","dropbox"
"65+","female","Grant","mail"
"65+","female","Grant","other"
"65+","female","Grays Harbor","dropbox"
"65+","female","Grays Harbor","mail"
"65+","female","Grays Harbor","other"
"65+","female","Island","dropbox"
"65+","female","Island","mail"
"65+","female","Island","other"
"65+","female","Jefferson","dropbox"
"65+","female","Jefferson","mail"
"65+","female","Jefferson","other"
"65+","female","King","dropbox"
"65+","female","King","mail"
"65+","female","King","other"
"65+","female","Kitsap","dropbox"
"65+","female","Kitsap","mail"
"65+","female","Kitsap","other"
"65+","female","Kittitas","dropbox"
"65+","female","Kittitas","mail"
"65+","female","Kittitas","other"
"65+","female","Klickitat","dropbox"
"65+","female","Klickitat","mail"
"65+","female","Klickitat","other"
"65+","female","Lewis","dropbox"
"65+","female","Lewis","mail"
"65+","female","Lewis","other"
"65+","female","Lincoln","dropbox"
"65+","female","Lincoln","mail"
"65+","female","Lincoln","other"
"65+","female","Mason","dropbox"
"65+","female","Mason","mail"
"65+","female","Mason","other"
"65+","female","Okanogan","dropbox"
"65+","female","Okanogan","mail"
"65+","female","Okanogan","other"
"65+","female","Pacific","dropbox"
"65+","female","Pacific","mail"
"65+","female","Pacific","other"
"65+","female","Pend Oreille","dropbox"
"65+","female","Pend Oreille","mail"
"65+","female","Pend Oreille","other"
"65+","female","Pierce","dropbox"
"65+","female","Pierce","mail"
"65+","female","Pierce","other"
"65+","female","San Juan","dropbox"
"65+","female","San Juan","mail"
"65+","female","San Juan","other"
"65+","female","Skagit","dropbox"
"65+","female","Skagit","mail"
"65+","female","Skagit","other"
"65+","female","Skamania","dropbox"
"65+","female","Skamania","mail"
"65+","female","Skamania","other"
"65+","female","Snohomish","dropbox"
"65+","female","Snohomish","mail"
"65+","female","Snohomish","other"
"65+","female","Spokane","dropbox"
"65+","female","Spokane","mail"
"65+","female","Spokane","other"
"65+","female","Stevens","dropbox"
"65+","female","Stevens","mail"
"65+","female","Stevens","other"
"65+","female","Thurston","dropbox"
"65+","female","Thurston","mail"
"65+","female","Thurston","other"
"65+","female","Wahkiakum","dropbox"
"65+","female","Wahkiakum","mail"
"65+","female","Wahkiakum","other"
"65+","female","Walla Walla","dropbox"
"65+","female","Walla Walla","mail"
"65+","female","Walla Walla","other"
"65+","female","Whatcom","dropbox"
"65+","female","Whatcom","mail"
"65+","female","Whatcom","other"
"65+","female","Whitman","dropbox"
"65+","female","Whitman","mail"
"65+","female","Whitman","other"
"65+","female","Yakima","dropbox"
"65+","female","Yakima","mail"
"65+","female","Yakima","other"
"65+","male","Adams","dropbox"
"65+","male","Adams","mail"
"65+","male","Adams","other"
"65+","male","Asotin","dropbox"
"65+","male","Asotin","mail"
"65+","male","Asotin","other"
"65+","male","Benton","dropbox"
"65+","male","Benton","mail"
"65+","male","Benton","other"
"65+","male","Chelan","dropbox"
"65+","male","Chelan","mail"
"65+","male","Chelan","other"
"65+","male","Clallam","dropbox"
"65+","male","Clallam","mail"
"65+","male","Clallam","other"
"65+","male","Clark","dropbox"
"65+","male","Clark","mail"
"65+","male","Clark","other"
"65+","male","Columbia","dropbox"
"65+","male","Columbia","mail"
"65+","male","Columbia","other"
"65+","male","Cowlitz","dropbox"
"65+","male","Cowlitz","mail"
"65+","male","Cowlitz","other"
"65+","male","Douglas","dropbox"
"65+","male","Douglas","mail"
"65+","male","Douglas","other"
"65+","male","Ferry","dropbox"
"65+","male","Ferry","mail"
"65+","male","Ferry","other"
"65+","male","Franklin","dropbox"
"65+","male","Franklin","mail"
"65+","male","Franklin","other"
"65+","male","Garfield","dropbox"
"65+","male","Garfield","mail"
"65+","male","Garfield","other"
"65+","male","Grant","dropbox"
"65+","male","Grant","mail"
"65+","male","Grant","other"
"65+","male","Grays Harbor","dropbox"
"65+","male","Grays Harbor","mail"
"65+","male","Grays Harbor","other"
"65+","male","Island","dropbox"
"65+","male","Island","mail"
"65+","male","Island","other"
"65+","male","Jefferson","dropbox"
"65+","male","Jefferson","mail"
"65+","male","Jefferson","other"
"65+","male","King","dropbox"
"65+","male","King","mail"
"65+","male","King","other"
"65+","male","Kitsap","dropbox"
"65+","male","Kitsap","mail"
"65+","male","Kitsap","other"
"65+","male","Kittitas","dropbox"
"65+","male","Kittitas","mail"
"65+","male","Kittitas","other"
"65+","male","Klickitat","dropbox"
"65+","male","Klickitat","mail"
"65+","male","Klickitat","other"
"65+","male","Lewis","dropbox"
"65+","male","Lewis","mail"
"65+","male","Lewis","other"
"65+","male","Lincoln","dropbox"
"65+","male","Lincoln","mail"
"65+","male","Lincoln","other"
"65+","male","Mason","dropbox"
"65+","male","Mason","mail"
"65+","male","Mason","other"
"65+","male","Okanogan","dropbox"
"65+","male","Okanogan","mail"
"65+","male","Okanogan","other"
"65+","male","Pacific","dropbox"
"65+","male","Pacific","mail"
"65+","male","Pacific","other"
"65+","male","Pend Oreille","dropbox"
"65+","male","Pend Oreille","mail"
"65+","male","Pend Oreille","other"
"65+","male","Pierce","dropbox"
"65+","male","Pierce","mail"
"65+","male","Pierce","other"
"65+","male","San Juan","dropbox"
"65+","male","San Juan","mail"
"65+","male","San Juan","other"
"65+","male","Skagit","dropbox"
"65+","male","Skagit","mail"
"65+","male","Skagit","other"
"65+","male","Skamania","dropbox"
"65+","male","Skamania","mail"
"65+","male","Skamania","other"
"65+","male","Snohomish","dropbox"
"65+","male","Snohomish","mail"
"65+","male","Snohomish","other"
"65+","male","Spokane","dropbox"
"65+","male","Spokane","mail"
"65+","male","Spokane","other"
"65+","male","Stevens","dropbox"
"65+","male","Stevens","mail"
"65+","male","Stevens","other"
"65+","male","Thurston","dropbox"
"65+","male","Thurston","mail"
"65+","male","Thurston","other"
"65+","male","Wahkiakum","dropbox"
"65+","male","Wahkiakum","mail"
"65+","male","Wahkiakum","other"
"65+","male","Walla Walla","dropbox"
"65+","male","Walla Walla","mail"
"65+","male","Walla Walla","other"
"65+","male","Whatcom","dropbox"
"65+","male","Whatcom","mail"
"65+","male","Whatcom","other"
"65+","male","Whitman","dropbox"
"65+","male","Whitman","mail"
"65+","male","Whitman","other"
"65+","male","Yakima","dropbox"
"65+","male","Yakima","mail"
"65+","male","Yakima","other"
"65+","unspecified","Adams","dropbox"
"65+","unspecified","Adams","mail"
"65+","unspecified","Adams","other"
"65+","unspecified","Asotin","dropbox"
"65+","unspecified","Asotin","mail"
"65+","unspecified","Asotin","other"
"65+","unspecified","Benton","dropbox"
"65+","unspecified","Benton","mail"
"65+","unspecified","Benton","other"
"65+","unspecified","Chelan","dropbox"
"65+","unspecified","Chelan","mail"
"65+","unspecified","Chelan","other"
"65+","unspecified","Clallam","dropbox"
"65+","unspecified","Clallam","mail"
"65+","unspecified","Clallam","other"
"65+","unspecified","Clark","dropbox"
"65+","unspecified","Clark","mail"
"65+","unspecified","Clark","other"
"65+","unspecified","Columbia","dropbox"
"65+","unspecified","Columbia","mail"
"65+","unspecified","Columbia","other"
"65+","unspecified","Cowlitz","dropbox"
"65+","unspecified","Cowlitz","mail"
"65+","unspecified","Cowlitz","other"
"65+","unspecified","Douglas","dropbox"
"65+","unspecified","Douglas","mail"
"65+","unspecified","Douglas","other"
"65+","unspecified","Ferry","dropbox"
"65+","unspecified","Ferry","mail"
"65+","unspecified","Ferry","other"
"65+","unspecified","Franklin","dropbox"
"65+","unspecified","Franklin","mail"
"65+","unspecified","Franklin","other"
"65+","unspecified","Garfield","dropbox"
"65+","unspecified","Garfield","mail"
"65+","unspecified","Garfield","other"
"65+","unspecified","Grant","dropbox"
"65+","unspecified","Grant","mail"
"65+","unspecified","Grant","other"
"65+","unspecified","Grays Harbor","dropbox"
"65+","unspecified","Grays Harbor","mail"
"65+","unspecified","Grays Harbor","other"
"65+","unspecified","Island","dropbox"
"65+","unspecified","Island","mail"
"65+","unspecified","Island","other"
"65+","unspecified","Jefferson","dropbox"
"65+","unspecified","Jefferson","mail"
"65+","unspecified","Jefferson","other"
"65+","unspecified","King","dropbox"
"65+","unspecified","King","mail"
"65+","unspecified","King","other"
"65+","unspecified","Kitsap","dropbox"
"65+","unspecified","Kitsap","mail"
"65+","unspecified","Kitsap","other"
"65+","unspecified","Kittitas","dropbox"
"65+","unspecified","Kittitas","mail"
"65+","unspecified","Kittitas","other"
"65+","unspecified","Klickitat","dropbox"
"65+","unspecified","Klickitat","mail"
"65+","unspecified","Klickitat","other"
"65+","unspecified","Lewis","dropbox"
"65+","unspecified","Lewis","mail"
"65+","unspecified","Lewis","other"
"65+","unspecified","Lincoln","dropbox"
"65+","unspecified","Lincoln","mail"
"65+","unspecified","Lincoln","other"
"65+","unspecified","Mason","dropbox"
"65+","unspecified","Mason","mail"
"65+","unspecified","Mason","other"
"65+","unspecified","Okanogan","dropbox"
"65+","unspecified","Okanogan","mail"
"65+","unspecified","Okanogan","other"
"65+","unspecified","Pacific","dropbox"
"65+","unspecified","Pacific","mail"
"65+","unspecified","Pacific","other"
"65+","unspecified","Pend Oreille","dropbox"
"65+","unspecified","Pend Oreille","mail"
"65+","unspecified","Pend Oreille","other"
"65+","unspecified","Pierce","dropbox"
"65+","unspecified","Pierce","mail"
"65+","unspecified","Pierce","other"
"65+","unspecified","San Juan","dropbox"
"65+","unspecified","San Juan","mail"
"65+","unspecified","San Juan","other"
"65+","unspecified","Skagit","dropbox"
"65+","unspecified","Skagit","mail"
"65+","unspecified","Skagit","other"
"65+","unspecified","Skamania","dropbox"
"65+","unspecified","Skamania","mail"
"65+","unspecified","Skamania","other"
"65+","unspecified","Snohomish","dropbox"
"65+","unspecified","Snohomish","mail"
"65+","unspecified","Snohomish","other"
"65+","unspecified","Spokane","dropbox"
"65+","unspecified","Spokane","mail"
"65+","unspecified","Spokane","other"
"65+","unspecified","Stevens","dropbox"
"65+","unspecified","Stevens","mail"
"65+","unspecified","Stevens","other"
"65+","unspecified","Thurston","dropbox"
"65+","unspecified","Thurston","mail"
"65+","unspecified","Thurston","other"
"65+","unspecified","Wahkiakum","dropbox"
"65+","unspecified","Wahkiakum","mail"
"65+","unspecified","Wahkiakum","other"
"65+","unspecified","Walla Walla","dropbox"
"65+","unspecified","Walla Walla","mail"
"65+","unspecified","Walla Walla","other"
"65+","unspecified","Whatcom","dropbox"
"65+","unspecified","Whatcom","mail"
"65+","unspecified","Whatcom","other"
"65+","unspecified","Whitman","dropbox"
"65+","unspecified","Whitman","mail"
"65+","unspecified","Whitman","other"
"65+","unspecified","Yakima","dropbox"
"65+","unspecified","Yakima","mail"
"65+","unspecified","Yakima","other"
